temp,humidity,metabolic_rate,clothing_insulation,heart_rate,skin_temp,score
24.04204451887684,40.63765242202678,1.394974517295808,0.6159219582409892,71.74,31.017492,-102.75749229431152
27.147575928619194,40.25594143067638,1.4992194713839415,0.4916737848029906,72.01,33.213017,-105.22301651000977
27.517047491150255,48.84563893465922,2.040600742688594,0.7283921518384504,73.22,32.159874,-105.37987396240234
24.318501781688983,50.19702053783505,1.1411481033619875,0.8360898981713776,71.13,30.855436,-101.98543632507324
27.59507090968802,57.682372239180204,1.8717302194508751,1.0205199257886945,76.93,32.532124,-109.46212356567383
24.278147465765027,48.772667755824145,2.4744689852374098,0.4412321102318846,72.17,30.767128,-102.93712799072266
27.548890461047343,43.11454938464901,2.269265688974466,0.6206266800022038,72.71,32.030106,-104.7401055908203
26.064620051263105,56.71561343327804,2.292134174841572,1.043569618250434,76.97,31.201935,-108.17193481445312
26.770394230756803,58.38375373958312,2.392247717686635,0.8394833699465518,77.87,31.660824,-109.53082382202149
24.321847480734768,60.16681426890815,1.5629262858100847,1.1734806876339319,72.3,31.374105,-103.67410545349121
24.32375282001011,54.59892096812463,2.4783841375516373,0.9309378327027089,74.2,30.66113,-104.86113090515137
27.144498519907113,43.208846767421065,1.7399117326026643,0.8638770604736326,74.32,31.83044,-106.15044052124023
27.528128166153778,45.1219697062864,2.4449290070435916,0.3057225300143503,74.81,32.231747,-107.04174667358399
24.0422516975562,62.66413854879613,1.8536509876074911,0.854802252670374,70.36,32.514477,-102.87447677612305
25.273822731765485,52.79607216031568,2.0415700971494024,0.3108069476702283,75.12,31.396852,-106.51685249328614
26.755277646576328,61.147327136193965,2.241732911228608,0.4519316807986049,79.3,31.417759,-110.71775894165039
27.964194365217622,67.98585251080112,1.0593211101245488,0.9564482712502436,75.86,32.830944,-108.6909440612793
24.840055803707624,49.528899552698505,2.298410020106453,0.8248099082268081,74.01,31.327366,-105.33736587524415
27.518333403875893,69.26207906485259,2.1433140478562462,0.9553926778984232,76.36,33.345512,-109.70551239013672
27.4311641787331,53.029404533396836,1.3095017514456107,0.38132661175273264,76.13,31.75789,-107.88789070129394
26.60878719188802,53.5573855470603,2.000457387080022,0.9933909993430783,73.74,31.707106,-105.44710563659667
24.599787245692138,60.918854555585,1.4258171157955746,0.6166712202565372,69.51,32.10781,-101.6178109741211
24.549751407011332,47.748678216895826,1.01947463601528,0.9606797075727225,71.56,30.182653,-101.74265342712403
24.553808548354123,69.90302699266624,1.0605015478127209,0.8139714994568485,70.0,31.482515,-101.48251533508301
27.35562190903882,51.034552594990515,1.047861108790904,0.5596714672213816,72.54,32.29479,-104.83478836059571
26.859362851894897,41.152344028383816,1.9314738151244246,1.0188775451268444,75.03,31.927122,-106.95712211608887
27.300011466789982,68.15311829474932,1.6399848727777209,0.44344184283628607,77.29,32.906437,-110.19643692016602
25.02920784202546,47.78429931713592,1.0449464806523272,0.5926389277665911,69.14,31.06568,-100.2056795501709
25.069339857163925,63.02137366752956,1.5427036804953047,0.3783849446896512,76.61,32.602203,-109.21220336914062
25.4666854751648,47.10692778667058,1.0246332295196174,0.8142309074190046,66.65,30.85507,-97.50507011413575
27.954325423663217,58.28167141437122,2.4880180066849054,0.7630977499980733,76.19,33.396,-109.58599990844726
25.671224107944703,51.380839733144235,1.6703094345719647,0.8742935172045598,81.31,31.341728,-112.65172821044922
24.39224921198523,42.81892108118048,1.826858637355185,0.7540361887444513,75.55,30.348475,-105.89847450256347
27.185624904276022,59.70597686258282,1.1544537323669966,0.7386209995080857,80.38333333333334,32.710644,-113.09397710164389
26.118463301989955,54.549243248847496,1.3218885232544788,0.4630773429995799,75.41,30.889286,-106.29928604125976
27.467773916298697,49.35430511973604,1.2887788498220916,0.5872482147995957,71.1,32.574955,-103.67495498657226
25.683783761009998,42.29865100669696,2.275271256496504,0.7513228466426753,76.83,30.222237,-107.05223663330078
25.59620695336605,57.43032846794147,1.6373366199641983,1.0419426819863165,78.42,31.278757,-109.69875709533692
24.255831406202528,54.30546544918675,1.5725810028549192,0.9942456482522206,73.82,30.66113,-104.48113090515136
24.086908984455913,66.93189867951914,1.6456880163357905,1.1757712259156516,72.49,32.020466,-104.51046585083007
24.60916571629284,51.03392462736497,1.7684876271882497,0.8562680354680583,73.44,31.756319,-105.1963190460205
25.227490669036506,51.56396355127558,2.3699198269854618,0.6956204138601878,78.58,31.66123,-110.24123008728027
27.67473268173416,55.41365591554464,1.6327635773016178,0.42137225059414996,74.9,32.277435,-107.17743530273438
24.756466630983684,60.30137899097749,2.3464496039633675,0.685083875203631,70.36,32.06494,-102.42494140625
25.015694959936692,50.15338691060833,2.454887968874421,0.9788666187739163,78.77,30.759602,-109.52960159301757
24.132424795084674,54.630835539688036,1.991866178322098,0.8582221566743642,72.4,31.401602,-103.80160179138184
24.592346338068126,41.58740546554174,1.9756617488435582,1.1179651566846225,72.99,31.616678,-104.60667823791503
25.51336251657401,56.08374382279406,1.6655757588822286,0.6351203515075902,75.42,31.407425,-106.82742492675781
26.528026208756383,49.261361946285284,1.949425834720598,0.8479460745598781,72.49,31.144222,-103.63422225952148
27.526545202814507,48.007496382679406,2.2303021300068955,0.979849745532499,73.15,31.69468,-104.84467926025391
26.571425196194056,52.36255425677513,1.2096288392559555,0.4769589159569418,73.6,31.241459,-104.84145889282226
24.00215740920974,60.21605559696256,2.0137716353686788,0.9126748879638757,72.83,30.664642,-103.49464233398437
27.43625717031553,44.16658966310502,1.9197307719907406,0.5477425699353982,73.16,31.581512,-104.74151245117187
26.369967800805348,62.74456567722402,2.1851000722057825,0.9129083747471114,78.06,32.239006,-110.29900604248047
27.232472237238557,68.0242817411538,1.648227312210856,1.0300992672223077,77.69,33.402077,-111.0920767211914
25.437638817100733,49.66577834974349,1.1931960387073826,0.7211241991975126,70.16,31.39005,-101.55005088806152
24.950597197593467,62.30884495287198,1.7266206952993324,0.7212362795712162,78.43,32.890434,-111.32043426513673
25.703721558738156,49.44539977496562,2.013622536918393,0.6765193795213952,77.01,30.954638,-107.96463752746583
27.11923272252394,47.4501766181765,1.0810708980640442,0.31317122129702696,78.47,31.971573,-110.44157287597656
27.866576925284868,67.54177737360665,2.0843113980152124,0.5482130858369962,76.87,33.37927,-110.24926864624024
